num,name,rarity,types,passive,passive_cat,appearances,wins,winrate,koGiven,koReceived,koRatio,hpRemAvg
213,Logan,ÉPIQUE,Action+Drame,Le facteur guérisseur s'éteint,regen_start,109,58,0.5321,73,68,1.07,200.1
214,Blue Velvet,ÉPIQUE,Thriller+Crime,Pabst Blue Ribbon !,lowhp_boost,109,48,0.4404,47,74,0.64,175.5
215,L'Amour ouf,ÉPIQUE,Romance+Drame,L'amour ouf,start_boost,109,40,0.3670,21,78,0.27,207.4
216,Pervert!,RARE,Comédie+Horreur,Le délire pervers,miss_chance,109,51,0.4679,36,68,0.53,153.8
217,Junk Head,ÉPIQUE,Animation+Science-Fiction,Fait main; tout seul,flavor,109,45,0.4128,52,74,0.70,174.3
218,Mad God,ÉPIQUE,Animation+Horreur,Trente ans de cauchemar,per_turn_boost,109,51,0.4679,72,78,0.92,168.0
219,McWalter,RARE,Comédie+Action,Le gag de McWalter,miss_chance,109,48,0.4404,21,72,0.29,162.1
220,Y a-t-il un flic pour sauver la reine ?,ÉPIQUE,Comédie,L'inspecteur Drebin,flavor,109,50,0.4587,47,68,0.69,178.1
221,Y a-t-il un flic pour sauver le président ?,ÉPIQUE,Comédie,La poisse de Drebin,dodge_first,109,47,0.4312,38,69,0.55,148.1
222,Y a-t-il un flic pour sauver Hollywood ?,RARE,Comédie,La maladresse de Frank Drebin,miss_chance,109,43,0.3945,28,72,0.39,165.7
223,Y a-t-il un flic pour sauver le monde ?,RARE,Comédie,Le retour de l'inspecteur,miss_chance,109,49,0.4495,36,75,0.48,164.8
224,Le Complexe du castor,RARE,Drame,La marionnette castor,lowhp_boost,109,44,0.4037,78,77,1.01,151.0
225,teeth,RARE,Horreur+Comédie,Ça mord,damage_return,109,61,0.5596,66,60,1.10,159.5
226,knock knock,RARE,Horreur+Thriller,Le piège de la tentation,miss_chance,109,55,0.5046,51,67,0.76,170.2
227,Српски филм,RARE,Horreur,Le film maudit,miss_chance,109,48,0.4404,31,69,0.45,181.0
228,The Human Centipede,RARE,Horreur,L'expérience monstrueuse,miss_chance,109,55,0.5046,15,65,0.23,191.3
229,The Human Centipede II,RARE,Horreur,La séquence dérangée,miss_chance,109,39,0.3578,29,84,0.35,163.2
230,The Human Centipede III,RARE,Horreur,L'horreur carcérale,miss_chance,110,39,0.3545,24,82,0.29,168.3
231,Tusk,RARE,Horreur+Comédie,La métamorphose en morse,miss_chance,109,39,0.3578,26,79,0.33,164.6
232,Le Bruit des glaçons,RARE,Comédie+Drame,Le cancer qui parle,miss_chance,109,43,0.3945,44,74,0.59,158.3
233,Paprika,ÉPIQUE,Animation+Science-Fiction,Les rêves et internet; c'est pareil,miss_chance,109,51,0.4679,56,75,0.75,152.2
234,Le Boulevard de la mort,ÉPIQUE,Action+Thriller,Voiture à l'épreuve de la mort,multiscale_first,109,54,0.4954,64,75,0.85,175.6
235,saw,ÉPIQUE,Horreur+Thriller,Vis ou meurs; à toi de choisir,lowhp_boost,109,60,0.5505,61,63,0.97,180.5
236,the lobster,ÉPIQUE,Comédie+Drame,Sinon; tu deviens un animal,flavor,109,48,0.4404,30,66,0.45,192.6
237,(500) jours ensemble,ÉPIQUE,Romance+Comédie,Attentes / Réalité,flavor,109,51,0.4679,45,68,0.66,174.3
238,Five,RARE,Comédie,Le pari des cinq,miss_chance,109,38,0.3486,35,81,0.43,159.6
239,Le Château de ma mère,ÉPIQUE,Drame+Comédie,Les souvenirs d'enfance,regen_start,109,37,0.3394,28,77,0.36,176.3
240,Pacific Rim : Uprising,RARE,Action+Science-Fiction,Le réveil des Jaegers,start_boost,109,63,0.5780,82,61,1.34,137.7
241,Vice-versa,ÉPIQUE,Animation+Comédie,Les souvenirs-noyaux,lowhp_boost,109,62,0.5688,70,66,1.06,155.2
242,Le Tombeau des lucioles,ÉPIQUE,Drame+Guerre,Les lucioles s'éteignent,per_turn_boost,109,44,0.4037,35,85,0.41,190.6
243,La Ligne verte,LÉGENDAIRE,Drame+Fantastique,Le don de Coffey,per_turn_boost,194,110,0.5670,134,155,0.86,179.5
244,John Wick,LÉGENDAIRE,Action+Crime,Baba Yaga,lowhp_boost,195,134,0.6872,423,111,3.81,85.7
245,Le Tombeau des lucioles,LÉGENDAIRE,Animation+Drame,Les lucioles d'une nuit,flavor,195,120,0.6154,168,146,1.15,135.1
246,Orphée,ÉPIQUE,Drame+Fantastique,Le miroir,flavor,109,57,0.5229,59,69,0.86,156.1
247,Les Temps Modernes,ÉPIQUE,Comédie+Drame,Smile,regen_start,108,52,0.4815,54,67,0.81,213.5
248,Le Dictateur,ÉPIQUE,Comédie+Drame,Vous n'êtes pas du bétail !,start_team_boost,109,48,0.4404,48,72,0.67,191.7
249,Merlin l'enchanteur,ÉPIQUE,Animation+Aventure,Higitus Figitus,flavor,109,58,0.5321,44,71,0.62,192.1
250,Ponyo sur la falaise,ÉPIQUE,Animation+Fantastique,Ponyo aime Sōsuke !,start_boost,109,51,0.4679,89,78,1.14,170.9
251,Colorful,ÉPIQUE,Animation+Drame,Une seconde chance,flavor,109,46,0.4220,32,76,0.42,173.3
252,La Planète des singes : Les Origines,ÉPIQUE,Action+Science-Fiction,Caesar est chez lui,ally_fall_boost,109,46,0.4220,35,72,0.49,181.3
253,La Guerre des étoiles,LÉGENDAIRE,Science-Fiction+Aventure,Que la Force soit avec toi,evasion,195,114,0.5846,161,142,1.13,123.3
254,Alien; le huitième passager,LÉGENDAIRE,Science-Fiction+Horreur,Dans l'espace; personne ne vous entend crier,per_turn_boost,195,94,0.4821,120,167,0.72,127.3
255,Lord of War,ÉPIQUE,Drame+Crime,Le marchand de mort,flavor,109,55,0.5046,52,68,0.76,173.4
256,8 Mile,ÉPIQUE,Drame,Tu n'as plus rien à dire,flavor,109,46,0.4220,48,81,0.59,169.7
257,Retour vers le futur III,ÉPIQUE,Aventure+Science-Fiction,142 km/h,lowhp_boost,109,54,0.4954,51,72,0.71,178.8
258,Retour vers le futur,LÉGENDAIRE,Aventure+Science-Fiction,Là où on va; on n'a pas besoin de routes,entry_drop,195,102,0.5231,114,156,0.73,145.6
259,Retour vers le futur II,ÉPIQUE,Aventure+Science-Fiction,L'almanach des sports,antiboost,109,55,0.5046,52,69,0.75,159.6
260,Diamants sur canapé,ÉPIQUE,Romance+Comédie,Moon River,entry_drop,109,44,0.4037,51,77,0.66,194.1
261,Soleil vert,ÉPIQUE,Science-Fiction+Thriller,Le Soleil vert; c'est des gens !,entry_drop,109,37,0.3394,41,77,0.53,134.2
262,Terminator,LÉGENDAIRE,Science-Fiction+Action,Je reviendrai,flavor,195,135,0.6923,306,121,2.53,118.0
263,Rambo,ÉPIQUE,Action+Drame,Ils ont tiré les premiers,lowhp_boost,109,53,0.4862,77,70,1.10,180.0
264,L'Expérience,ÉPIQUE,Thriller+Drame,L'habit fait le bourreau,onhit_boost,109,47,0.4312,99,61,1.62,145.1
265,La Plage,ÉPIQUE,Aventure+Drame,Le paradis a un prix,lowhp_boost,109,47,0.4312,23,78,0.29,190.5
266,Inglourious Basterds,LÉGENDAIRE,Guerre+Drame,That's a bingo!,flavor,194,117,0.6031,163,131,1.24,93.4
267,Une nuit en enfer,ÉPIQUE,Horreur+Action,Le Titty Twister,lowhp_boost,109,55,0.5046,53,67,0.79,201.6
268,Man on the Moon,ÉPIQUE,Comédie+Drame,Tony Clifton,flavor,109,48,0.4404,46,78,0.59,166.8
269,Saw II,RARE,Horreur+Thriller,Le jeu de Jigsaw,miss_chance,109,43,0.3945,63,72,0.88,154.3
270,Saw III,RARE,Horreur+Thriller,Veux-tu jouer ?,miss_chance,109,45,0.4128,45,67,0.67,155.8
271,Saw IV,RARE,Horreur+Thriller,Le test mortel,miss_chance,109,45,0.4128,39,75,0.52,179.0
272,Saw V,RARE,Horreur+Thriller,L'engrenage fatal,miss_chance,109,40,0.3670,41,74,0.55,184.0
273,Saw VI,RARE,Horreur+Thriller,Le choix impossible,miss_chance,109,43,0.3945,47,76,0.62,153.1
274,La Montagne sacrée,ÉPIQUE,Fantastique+Aventure,Zoom back; camera !,flavor,109,40,0.3670,31,81,0.38,185.7
275,Iron Man,LÉGENDAIRE,Action+Science-Fiction,Je suis Iron Man,start_boost,195,105,0.5385,112,160,0.70,169.8
276,Hulk,RARE,Science-Fiction+Drame,La rage verte,status_immune,110,45,0.4091,38,72,0.53,169.6
277,L'Incroyable Hulk,RARE,Action+Science-Fiction,Plus il enrage; plus il frappe,start_boost,109,39,0.3578,68,76,0.89,174.9
278,La Grande Aventure LEGO,ÉPIQUE,Animation+Aventure,Tout est génial,per_turn_boost,109,61,0.5596,66,61,1.08,175.7
279,Bob l'éponge; le film,ÉPIQUE,Animation+Comédie,Goofy Goober !,miss_chance,109,45,0.4128,33,71,0.46,162.9
280,Iron Man 2,ÉPIQUE,Action+Science-Fiction,Le nouveau réacteur,start_boost,109,41,0.3761,34,82,0.41,208.4
281,Thor,ÉPIQUE,Action+Fantastique,Encore !,flavor,109,44,0.4037,72,74,0.97,187.7
282,Captain America : First Avenger,ÉPIQUE,Action+Aventure,Je peux faire ça toute la journée,flavor,109,48,0.4404,32,78,0.41,194.6
283,Avengers,LÉGENDAIRE,Action+Science-Fiction,Je suis toujours en colère,lowhp_boost,195,109,0.5590,111,176,0.63,209.1
284,Iron Man 3,ÉPIQUE,Action+Science-Fiction,Les armures de secours,start_boost,109,39,0.3578,22,74,0.30,195.9
285,Thor : Le Monde des ténèbres,RARE,Action+Fantastique,L'Éther des ténèbres,start_boost,109,54,0.4954,79,74,1.07,167.8
286,Captain America : Le Soldat de l'hiver,ÉPIQUE,Action+Thriller,Sur ta gauche,entry_drop,109,46,0.4220,47,75,0.63,171.1
287,Les Gardiens de la Galaxie,ÉPIQUE,Action+Science-Fiction,Nous s'appelle Groot,flavor,109,48,0.4404,53,72,0.74,222.7
288,Avengers : L'Ère d'Ultron,ÉPIQUE,Action+Science-Fiction,L'ère de l'IA,start_boost,109,53,0.4862,27,66,0.41,199.9
289,Ant-Man,ÉPIQUE,Action+Comédie,Petit mais costaud,evasion,109,46,0.4220,57,64,0.89,177.7
290,Captain America : Civil War,ÉPIQUE,Action+Science-Fiction,C'est mon ami,ally_fall_boost,109,56,0.5138,72,61,1.18,173.6
291,Doctor Strange,ÉPIQUE,Action+Fantastique,Dormammu; je viens négocier,endure_once,109,50,0.4587,83,67,1.24,160.7
292,Les Gardiens de la Galaxie Vol. 2,ÉPIQUE,Science-Fiction+Comédie,Awesome Mix Vol. 2,start_boost,109,48,0.4404,25,73,0.34,206.7
293,Spider-Man : Homecoming,ÉPIQUE,Action+Aventure,Allez; Spider-Man,lowhp_boost,109,46,0.4220,50,79,0.63,159.3
294,Thor : Ragnarok,ÉPIQUE,Action+Comédie,Je suis le dieu du Tonnerre !,lowhp_boost,109,59,0.5413,116,65,1.78,148.0
295,Black Panther,ÉPIQUE,Action+Aventure,Le costume de vibranium,damage_return,109,54,0.4954,40,76,0.53,200.9
296,Avengers : Infinity War,ÉPIQUE,Action+Science-Fiction,Le claquement de doigts,flavor,108,53,0.4907,46,59,0.78,206.5
297,Cars : Quatre roues,RARE,Animation+Aventure,Le rookie de la piste,start_boost,109,49,0.4495,54,67,0.81,139.6
298,The Exorcist,LÉGENDAIRE,Horreur+Drame,Quel jour idéal pour un exorcisme,start_boost,195,100,0.5128,117,159,0.74,174.2
299,Wallace & Gromit : Le Mystère du lapin-garou,ÉPIQUE,Animation+Comédie,Du fromage; Gromit !,per_turn_boost,108,49,0.4537,30,79,0.38,198.5
300,The Mask,RARE,Comédie+Fantastique,Que quelqu'un m'arrête !,status_immune,109,44,0.4037,31,69,0.45,141.8
301,Ma vie de courgette,ÉPIQUE,Animation+Drame,Le cerf-volant de maman,status_immune,109,49,0.4495,46,79,0.58,183.6
302,Insomnia,RARE,Thriller+Crime,La lumière qui ne s'éteint jamais,entry_drop,109,48,0.4404,55,66,0.83,138.9
303,Rambo II : La Mission,RARE,Action+Guerre,La mission en solitaire,start_boost,109,51,0.4679,57,68,0.84,156.6
304,Ali G,RARE,Comédie,Le respect; mec,miss_chance,109,44,0.4037,16,80,0.20,148.9
305,How High,RARE,Comédie,La fumée de génie,miss_chance,109,42,0.3853,20,76,0.26,131.1
306,Monty Python : Sacré Graal !,LÉGENDAIRE,Comédie+Aventure,Ce n'est qu'une égratignure !,flavor,195,93,0.4769,142,128,1.11,118.4
307,Atlantide; l'empire perdu,RARE,Animation+Aventure,Le cristal d'Atlantide,start_boost,109,41,0.3761,33,80,0.41,153.6
308,Les Simpson; le film,ÉPIQUE,Animation+Comédie,Spider-Cochon,start_boost,109,53,0.4862,81,66,1.23,146.6
309,The East,RARE,Thriller+Drame,Le collectif clandestin,entry_drop,109,40,0.3670,52,72,0.72,148.2
310,Croc-Blanc,RARE,Aventure+Drame,L'instinct du loup,evasion,109,35,0.3211,59,87,0.68,152.2
311,Hell and Back,RARE,Comédie+Fantastique,La pastille à la menthe,flavor,109,46,0.4220,28,67,0.42,113.5
312,Légendes d'automne,ÉPIQUE,Drame+Romance,L'ours en lui,lowhp_boost,109,53,0.4862,52,75,0.69,190.9
313,Donjons & Dragons : l'Honneur des voleurs,ÉPIQUE,Aventure+Fantastique,La forme sauvage de Doric,flavor,109,47,0.4312,41,73,0.56,182.4
314,Jumper,RARE,Science-Fiction+Action,Le saut dans le vide,status_immune,109,49,0.4495,35,71,0.49,148.0
315,Zootopie,ÉPIQUE,Animation+Crime,Flash; le plus rapide du guichet,start_boost,108,61,0.5648,102,59,1.73,171.6
316,Un jour sans fin,ÉPIQUE,Comédie+Fantastique,Encore le 2 février,flavor,109,57,0.5229,102,58,1.76,156.6
317,Idiocracy,RARE,Comédie+Science-Fiction,Le monde abruti,miss_chance,109,38,0.3486,28,78,0.36,136.7
318,Bienvenue à Zombieland,ÉPIQUE,Comédie+Horreur,Règle n°1 : Cardio,start_boost,109,43,0.3945,26,72,0.36,210.9
319,Retour à Zombieland,RARE,Comédie+Horreur,Les règles de survie,miss_chance,109,41,0.3761,24,76,0.32,177.9
320,L'Armée des Morts,RARE,Horreur+Action,La horde affamée,miss_chance,109,42,0.3853,53,78,0.68,131.1
321,Rox et Rouky,ÉPIQUE,Animation+Drame,Renard et chien de chasse,status_immune,109,55,0.5046,33,82,0.40,199.2
322,The Karate Kid,RARE,Action+Drame,Accroche la veste,start_boost,109,47,0.4312,41,78,0.53,149.6
323,Tokyo Godfathers,ÉPIQUE,Animation+Drame,La chance des laissés-pour-compte,evasion,109,44,0.4037,58,73,0.79,176.2
324,Dans un recoin de ce monde,ÉPIQUE,Animation+Guerre,La vie continue malgré tout,per_turn_boost,109,48,0.4404,41,84,0.49,200.4
325,Maquia : When the Promised Flower Blooms,ÉPIQUE,Animation+Fantastique,La tisserande d'éternité,entry_drop,109,54,0.4954,63,71,0.89,188.3
326,Le Conte de la princesse Kaguya,ÉPIQUE,Animation+Drame,Le souvenir de la Terre,lowhp_boost,109,58,0.5321,126,72,1.75,167.1
327,Kamikaze; le dernier assaut,ÉPIQUE,Drame+Guerre,Je veux rentrer vivant,flavor,109,43,0.3945,47,73,0.64,157.2
328,V pour Vendetta,ÉPIQUE,Action+Science-Fiction,Derrière ce masque; une idée,flavor,109,53,0.4862,97,73,1.33,166.6
329,Titeuf; le film,RARE,Animation+Comédie,Pô grave !,start_boost,109,43,0.3945,31,73,0.42,119.5
330,Kiki la petite sorcière,ÉPIQUE,Animation+Aventure,Trouver sa propre magie,lowhp_boost,109,58,0.5321,64,71,0.90,182.0
331,Silent Voice,ÉPIQUE,Animation+Drame,Les croix sur les visages,lowhp_boost,109,41,0.3761,83,75,1.11,166.9
332,Je veux manger ton pancréas,ÉPIQUE,Animation+Drame,Vivre; c'est entrer en lien avec les autres,start_boost,109,42,0.3853,64,78,0.82,158.2
333,Un bonheur n'arrive jamais seul,RARE,Comédie+Romance,Le bonheur imprévu,miss_chance,109,41,0.3761,62,81,0.77,126.0
334,La Rafle,ÉPIQUE,Drame+Guerre,Pour ne pas oublier,flavor,109,50,0.4587,39,76,0.51,205.2
335,Le Garçon au pyjama rayé,ÉPIQUE,Drame+Guerre,L'amitié à travers le grillage,flavor,109,48,0.4404,42,71,0.59,187.2
336,La Vague,ÉPIQUE,Drame+Thriller,La Vague grandit,per_turn_boost,109,55,0.5046,70,62,1.13,164.1
337,Millennium Actress,ÉPIQUE,Animation+Drame,La poursuite d'une vie entière,always_first,109,53,0.4862,61,71,0.86,149.3
338,Amer béton,ÉPIQUE,Animation+Action,Noir et Blanc,start_boost,109,48,0.4404,69,78,0.88,164.4
339,Look Back,ÉPIQUE,Animation+Drame,Continuer à dessiner,lowhp_boost,108,56,0.5185,106,64,1.66,163.3
340,Gatsby le Magnifique,ÉPIQUE,Drame+Romance,La lumière verte,per_turn_boost,109,48,0.4404,34,61,0.56,177.2
341,Arrietty; le petit monde des chapardeurs,ÉPIQUE,Animation+Aventure,L'art de l'emprunt,entry_drop,109,46,0.4220,48,80,0.60,163.0
342,L'Effet papillon,ÉPIQUE,Science-Fiction+Thriller,Réécrire le passé,flavor,109,49,0.4495,57,67,0.85,122.0
343,Le Géant de fer,ÉPIQUE,Animation+Science-Fiction,Je ne suis pas une arme,start_boost,109,57,0.5229,96,72,1.33,196.2
344,Redline,ÉPIQUE,Animation+Action,Le bouton Redline,lowhp_boost,109,50,0.4587,104,64,1.63,163.8
345,Berserk; l'âge d'or – Partie 1 : L'Œuf du roi conquérant,ÉPIQUE,Animation+Guerre,Le rêve d'un royaume,start_team_boost,109,54,0.4954,63,69,0.91,169.9
346,Berserk; l'âge d'or – Partie 2 : La Bataille de Doldrey,ÉPIQUE,Animation+Action,Le tueur de cent hommes,per_turn_boost,109,59,0.5413,85,65,1.31,171.1
347,Berserk; l'âge d'or – Partie 3 : L'Avent,ÉPIQUE,Animation+Horreur,La Marque du Sacrifice,per_turn_boost,109,55,0.5046,82,69,1.19,160.4
348,Scary Movie,RARE,Comédie+Horreur,La parodie qui déboussole,miss_chance,109,39,0.3578,19,77,0.25,150.5
349,Yamakasi,RARE,Action+Aventure,Les samouraïs du béton,start_boost,110,48,0.4364,46,76,0.61,163.6
350,Taxi,RARE,Comédie+Action,Le 406 qui se transforme,entry_drop,109,43,0.3945,53,74,0.72,155.2
351,Spider-Man : New Generation,LÉGENDAIRE,Action+Science-Fiction,Un saut dans le vide,start_boost,195,104,0.5333,131,149,0.88,122.4
352,Spider-Man : Across the Spider-Verse,LÉGENDAIRE,Action+Science-Fiction,Je vais faire à ma façon,status_immune,195,110,0.5641,202,142,1.42,86.6
353,Toy Story 2,ÉPIQUE,Animation+Aventure,Le Gang de Woody,start_team_boost,109,55,0.5046,67,70,0.96,182.9
354,Toy Story 3,ÉPIQUE,Animation+Aventure,On reste ensemble jusqu'au bout,flavor,108,56,0.5185,84,64,1.31,214.2
355,Shrek 2,ÉPIQUE,Comédie+Aventure,Les grands yeux du Chat Potté,entry_drop,109,48,0.4404,54,75,0.72,182.5
356,Shrek le troisième,RARE,Comédie+Aventure,Le crapaud royal,miss_chance,109,47,0.4312,28,71,0.39,153.7
357,Shrek 4 : Il était une fin,RARE,Comédie+Aventure,Le pacte de Tracassin,miss_chance,109,51,0.4679,29,69,0.42,153.0
358,Kung Fu Panda,ÉPIQUE,Action+Comédie,Le secret; c'est qu'il n'y a pas de secret,lowhp_boost,109,58,0.5321,68,69,0.99,172.1
359,Kung Fu Panda 2,ÉPIQUE,Action+Comédie,La paix intérieure,flavor,109,45,0.4128,50,75,0.67,169.5
360,Kung Fu Panda 3,RARE,Action+Comédie,Le maître du Chi,start_boost,109,47,0.4312,49,76,0.64,148.1
361,Don Quichotte,RARE,Drame+Aventure,Les moulins à vent,lowhp_boost,109,53,0.4862,38,65,0.58,161.5
362,Les Nouveaux Héros,ÉPIQUE,Animation+Action,Votre assistant médical personnel,per_turn_boost,109,50,0.4587,85,80,1.06,214.6
363,Double Dragon,RARE,Action+Fantastique,Le médaillon du dragon,start_boost,109,43,0.3945,23,73,0.32,130.8
364,Astérix & Obélix : Mission Cléopâtre,ÉPIQUE,Comédie+Aventure,C'est pas faux,entry_drop,109,46,0.4220,53,77,0.69,217.7
365,RoboCop,ÉPIQUE,Action+Science-Fiction,Mort ou vif; tu viens avec moi,trap,109,55,0.5046,83,64,1.30,158.6
366,Le BGG : Le Bon Gros Géant,RARE,Aventure+Fantastique,Le souffle-rêves,evasion,109,33,0.3028,50,85,0.59,152.5
367,Les Aventures de Tintin : Le Secret de la Licorne,ÉPIQUE,Aventure+Action,Mille millions de mille sabords !,start_boost,109,54,0.4954,68,63,1.08,207.2
368,Captain Fantastic,ÉPIQUE,Drame+Aventure,Pouvoir au peuple; à bas le système !,start_team_boost,109,54,0.4954,39,68,0.57,173.0
369,Arthur et les Minimoys,RARE,Aventure+Fantastique,Plus petit que petit,evasion,108,38,0.3519,43,76,0.57,148.0
370,Virgin Suicides,ÉPIQUE,Drame+Romance,Le mystère des sœurs Lisbon,evasion,109,50,0.4587,18,71,0.25,170.4
371,La Haine,LÉGENDAIRE,Drame+Crime,Jusqu'ici tout va bien,flavor,195,124,0.6359,245,135,1.81,125.4
372,American History X,LÉGENDAIRE,Drame+Crime,La haine est un fardeau,lowhp_boost,195,117,0.6000,225,153,1.47,147.2
373,Deadpool,ÉPIQUE,Action+Comédie,Maximum Effort,per_turn_boost,109,58,0.5321,126,75,1.68,154.5
374,Paul,RARE,Comédie+Science-Fiction,L'extraterrestre fêtard,miss_chance,109,49,0.4495,55,72,0.76,152.3
375,Le Dernier Pub avant la fin du monde,RARE,Comédie+Science-Fiction,La tournée des pubs,miss_chance,109,51,0.4679,62,63,0.98,156.7
376,Shaun of the Dead,ÉPIQUE,Comédie+Horreur,On va au Winchester,start_boost,109,51,0.4679,89,68,1.31,186.5
377,Hot Fuzz,ÉPIQUE,Action+Comédie,Le supercop,entry_drop,108,54,0.5000,74,67,1.10,176.6
378,Evil Dead,ÉPIQUE,Horreur+Fantastique,Le Livre des Morts,per_turn_boost,109,45,0.4128,33,77,0.43,206.2
379,Split,ÉPIQUE,Thriller+Horreur,La Horde,per_turn_boost,109,41,0.3761,40,74,0.54,196.0
380,Le Chat Potté,RARE,Aventure+Comédie,Les bottes griffues,evasion,109,38,0.3486,42,69,0.61,127.3
381,Le Chat Potté 2 : la dernière quête,LÉGENDAIRE,Aventure+Comédie,La Mort aux trousses,lowhp_boost,194,117,0.6031,359,132,2.72,112.1
382,King Kong,ÉPIQUE,Aventure+Action,C'est la Belle qui tua la Bête,start_boost,109,50,0.4587,79,78,1.01,200.6
383,King Kong,LÉGENDAIRE,Aventure+Fantastique,C'est la belle qui tua la bête,flavor,195,98,0.5026,96,160,0.60,85.1
384,Godzilla,RARE,Action+Science-Fiction,Le réveil du roi des monstres,start_boost,109,55,0.5046,69,62,1.11,143.5
385,Le Hobbit : Un voyage inattendu,ÉPIQUE,Aventure+Fantastique,Mon trésor,dodge_first,108,44,0.4074,19,75,0.25,234.5
386,Le Bon; la Brute et le Truand,LÉGENDAIRE,Western,Le monde se divise en deux catégories,entry_drop,195,91,0.4667,136,163,0.83,102.9
387,Deadpool 2,ÉPIQUE,Action+Comédie,La chance; c'est un super-pouvoir,evasion,109,50,0.4587,29,86,0.34,220.1
388,20 000 Lieues sous les mers,ÉPIQUE,Aventure+Science-Fiction,Mobilis in Mobili,start_boost,109,50,0.4587,41,74,0.55,180.0
389,Lommbock,RARE,Comédie,La fumée increvable,miss_chance,109,36,0.3303,22,85,0.26,137.0
390,Les Trois Frères,ÉPIQUE,Comédie+Crime,On hérite d'un million !,start_boost,109,58,0.5321,63,70,0.90,206.8
391,The Game,ÉPIQUE,Thriller+Drame,Est-ce que ça fait partie du jeu ?,entry_drop,109,53,0.4862,74,66,1.12,154.3
392,Abyss,ÉPIQUE,Science-Fiction+Aventure,Tu ne t'es jamais dégonflée,flavor,109,50,0.4587,32,74,0.43,181.5
393,Hunger Games : L'Embrasement,ÉPIQUE,Science-Fiction+Aventure,Le geai moqueur,flavor,109,40,0.3670,51,75,0.68,138.6
394,Hunger Games,ÉPIQUE,Science-Fiction+Aventure,La fille du feu,start_boost,109,41,0.3761,42,78,0.54,190.3
395,Hunger Games : La Révolte - Partie 1,RARE,Science-Fiction+Drame,L'étincelle de la révolte,status_immune,109,46,0.4220,51,70,0.73,162.5
396,Le Loup de Wall Street,LÉGENDAIRE,Comédie+Crime,Le show continue,per_turn_boost,194,112,0.5773,258,129,2.00,97.0
397,Total Recall,ÉPIQUE,Science-Fiction+Action,Mémoires programmées,entry_drop,109,58,0.5321,88,67,1.31,159.2
398,Incassable,ÉPIQUE,Thriller+Drame,Incassable,status_immune,109,55,0.5046,76,68,1.12,193.6
399,Le Village,RARE,Thriller+Drame,Ceux dont on ne parle pas,entry_drop,109,50,0.4587,49,76,0.64,154.8
400,Glass,RARE,Thriller+Science-Fiction,La fragilité du verre,entry_drop,109,54,0.4954,45,63,0.71,151.4
401,Léon,LÉGENDAIRE,Action+Thriller,Le nettoyeur,always_first,195,108,0.5538,152,173,0.88,136.2
402,Hitman,RARE,Action+Thriller,Le code-barres,evasion,109,43,0.3945,45,73,0.62,139.6
403,Lucy,RARE,Science-Fiction+Action,Le cerveau à 100%,status_immune,109,43,0.3945,46,76,0.61,142.3
404,Le Cinquième Élément,LÉGENDAIRE,Science-Fiction+Action,Big badaboom,lowhp_boost,195,142,0.7282,391,118,3.31,88.3
405,Le Prénom,ÉPIQUE,Comédie+Drame,Tu vas appeler ton fils Adolphe ?!,entry_drop,109,45,0.4128,39,75,0.52,190.6
406,Le Parfum : Histoire d'un meurtrier,ÉPIQUE,Thriller+Drame,L'homme sans odeur,evasion,109,52,0.4771,98,69,1.42,185.2
407,Le Hobbit : La Bataille des cinq armées,ÉPIQUE,Aventure+Fantastique,Le mal du dragon,flavor,109,51,0.4679,62,63,0.98,170.1
408,Le Hobbit : La Désolation de Smaug,ÉPIQUE,Aventure+Fantastique,Voleur dans l'ombre,dodge_first,108,54,0.5000,56,65,0.86,177.8
409,Le Seigneur des anneaux : Les Deux Tours,LÉGENDAIRE,Fantastique+Aventure,Il y a du bon en ce monde,ally_fall_boost,195,125,0.6410,291,141,2.06,98.6
410,Le Seigneur des anneaux : Le Retour du roi,LÉGENDAIRE,Fantastique+Aventure,Pour Frodon,entry_drop,194,107,0.5515,149,160,0.93,174.5
411,Harry Potter et la Chambre des secrets,ÉPIQUE,Fantastique+Aventure,Dobby est un elfe libre !,status_block_first,108,50,0.4630,57,63,0.90,186.0
412,Harry Potter et la Coupe de feu,ÉPIQUE,Fantastique+Aventure,Vigilance constante !,entry_drop,109,46,0.4220,33,71,0.46,180.4
413,Harry Potter et le Prisonnier d'Azkaban,ÉPIQUE,Fantastique+Aventure,Expecto Patronum,dodge_first,109,57,0.5229,54,69,0.78,172.1
414,Harry Potter et le Prince de sang-mêlé,ÉPIQUE,Fantastique+Aventure,Felix Felicis,evasion,109,50,0.4587,27,75,0.36,197.6
415,Harry Potter et l'Ordre du Phénix,ÉPIQUE,Fantastique+Aventure,L'Armée de Dumbledore,start_team_boost,109,57,0.5229,62,72,0.86,166.8
416,Harry Potter et les Reliques de la Mort - 1ère partie,ÉPIQUE,Fantastique+Aventure,Le médaillon Horcruxe,per_turn_boost,109,46,0.4220,41,82,0.50,181.4
417,Harry Potter et les Reliques de la Mort - 2ème partie,LÉGENDAIRE,Fantastique+Aventure,À jamais,ally_fall_boost,194,102,0.5258,101,170,0.59,168.9
418,Cinquante Nuances de Grey,RARE,Drame+Romance,Le contrat,lowhp_boost,109,42,0.3853,33,75,0.44,151.1
419,TAMALA 2010 a punk cat in space,RARE,Animation+Science-Fiction,Le chat punk de l'espace,start_boost,109,48,0.4404,51,68,0.75,165.6
