filmNum,filmName,moveName,type,cat,pow,acc,equipped,played,avgDamage,koRate,ia_pilotee
132,Pirates des Caraïbes,L'équipage maudit,—,status,,100,72,0,,,false
132,Pirates des Caraïbes,Le Black Pearl,Action,phys,90,85,73,249,34.6,0.1406,true
132,Pirates des Caraïbes,« Ce jour où vous avez failli capturer le capitaine Jack Sparrow »,—,status,,100,72,0,,,false
133,Mission: Impossible,La descente dans la salle blanche,—,status,,100,73,0,,,false
133,Mission: Impossible,Le masque en latex,Thriller,phys,75,95,73,74,41.9,0.1757,true
133,Mission: Impossible,Le thème de Lalo Schifrin,—,status,,100,72,79,0.0,0.0000,true
133,Mission: Impossible,Le chewing-gum explosif,Action,phys,90,85,73,155,36.6,0.1355,true
133,Mission: Impossible,La course sur le TGV,Action,phys,70,100,72,27,45.2,0.0741,true
133,Mission: Impossible,Démasquer la taupe,Thriller,phys,80,95,73,151,48.4,0.1589,true
134,Skyfall,« Bond. James Bond »,—,status,,100,73,0,,,false
134,Skyfall,Le manoir Skyfall,Thriller,phys,75,95,73,119,47.7,0.1429,true
134,Skyfall,Le duel sur la glace,Action,phys,90,85,72,123,30.0,0.0813,true
134,Skyfall,Silva,—,status,,100,73,0,,,false
134,Skyfall,Le tir de précision,Action,phys,70,95,73,27,26.0,0.1111,true
134,Skyfall,« Parfois; les vieilles méthodes sont les meilleures »,Thriller,phys,80,95,72,226,35.6,0.0752,true
135,Tenet,L'inversion,Action,phys,75,95,73,7,19.3,0.1429,true
135,Tenet,La balle qui revient,Science-Fiction,phys,90,85,73,166,29.8,0.1145,true
135,Tenet,La pince temporelle,Action,phys,80,95,72,126,34.2,0.1032,true
135,Tenet,« Le crépuscule du monde »,—,status,,100,73,56,0.0,0.0000,false
135,Tenet,Le combat à l'envers,Action,phys,80,90,72,27,32.5,0.1481,true
135,Tenet,Le Protagoniste,Science-Fiction,phys,70,95,73,20,29.0,0.1000,true
136,Dunkerque,La jetée bombardée,Guerre,spe,65,95,73,36,38.3,0.1389,true
136,Dunkerque,Les Spitfire,Guerre,phys,80,95,72,186,68.3,0.3118,true
136,Dunkerque,Les petits bateaux,—,status,,100,73,97,0.0,0.0000,true
136,Dunkerque,Le tic-tac de la montre,Thriller,phys,75,95,73,183,76.4,0.3333,true
136,Dunkerque,Sous la coque,—,status,,100,73,0,,,false
136,Dunkerque,« Pour nous; c'est déjà bien suffisant »,—,status,,100,72,78,0.0,0.0000,true
137,The Irishman,« Il paraît que tu repeins les maisons »,—,status,,100,73,50,0.0,0.0000,false
137,The Irishman,Le contrat silencieux,Crime,phys,85,95,73,57,26.2,0.1228,true
137,The Irishman,« C'est comme ça; point »,—,status,,100,72,13,0.0,0.0000,false
137,The Irishman,Jimmy Hoffa,Drame,spe,75,95,72,249,38.8,0.1245,true
137,The Irishman,La sentence du conseil,Crime,spe,80,95,73,154,33.3,0.1234,true
137,The Irishman,La porte entrouverte,Drame,spe,65,95,73,46,28.4,0.0217,true
138,Killers of the Flower Moon,Le pétrole des Osages,Crime,spe,75,95,73,102,29.4,0.0784,true
138,Killers of the Flower Moon,Le poison dans l'insuline,Western,spe,80,95,73,242,29.7,0.1198,true
138,Killers of the Flower Moon,L'oncle Bill Hale,Crime,spe,70,95,74,29,46.8,0.1724,true
138,Killers of the Flower Moon,L'explosion de la maison,Western,phys,85,95,73,143,24.6,0.0699,true
138,Killers of the Flower Moon,Le serment trahi,—,status,,100,74,0,,,false
138,Killers of the Flower Moon,L'arrivée du Bureau,Western,spe,55,100,73,26,23.5,0.1154,true
139,Casino,L'étau dans le désert,Crime,phys,90,85,73,170,16.6,0.0588,true
139,Casino,« La maison gagne toujours »,Crime,phys,110,60,72,8,0.0,0.0000,true
139,Casino,Nicky le fou furieux,Crime,phys,75,100,73,81,18.6,0.0370,true
139,Casino,Ace l'horloger,—,status,,100,73,146,0.0,0.0000,true
139,Casino,Ginger qui dérape,—,status,,100,73,80,0.0,0.0000,false
139,Casino,La voiture piégée,Crime,spe,75,100,72,245,29.6,0.1143,true
140,The Hateful Eight,Le blizzard,Western,spe,75,95,73,83,23.5,0.0723,true
140,The Hateful Eight,Le café empoisonné,Crime,spe,80,95,74,64,29.3,0.1250,true
140,The Hateful Eight,John Ruth « le Bourreau »,Western,spe,70,95,74,20,35.9,0.1000,true
140,The Hateful Eight,La lettre de Lincoln,Crime,spe,85,95,73,218,31.5,0.1009,true
140,The Hateful Eight,La fusillade dans la mercerie,Crime,phys,85,95,73,54,19.4,0.0370,true
140,The Hateful Eight,La pendaison de Daisy,Western,spe,65,95,73,11,20.5,0.0000,true
141,Once Upon a Time in Hollywood,Le lance-flammes,Drame,phys,85,95,72,199,48.2,0.2010,true
141,Once Upon a Time in Hollywood,Cliff et le pitbull Brandy,Drame,phys,80,90,73,53,47.6,0.1887,true
141,Once Upon a Time in Hollywood,« Tu es Rick putain de Dalton »,—,status,,100,73,65,0.0,0.0000,true
141,Once Upon a Time in Hollywood,Le pied nu de Pussycat,Drame,spe,75,95,73,13,37.7,0.1538,true
141,Once Upon a Time in Hollywood,La crise dans la caravane,—,status,,100,72,71,0.0,0.0000,true
141,Once Upon a Time in Hollywood,La Manson Family,Drame,spe,80,95,73,100,29.2,0.0300,true
142,Le Pianiste,Le Nocturne dans les ruines,Drame,spe,90,85,73,225,31.1,0.1156,true
142,Le Pianiste,Le ghetto de Varsovie,Guerre,spe,75,95,73,145,46.0,0.1379,true
142,Le Pianiste,Se cacher; se taire,—,status,,100,73,0,,,false
142,Le Pianiste,Le capitaine Hosenfeld,—,status,,100,73,171,0.0,0.0000,true
142,Le Pianiste,La boîte de cornichons,—,status,,100,72,102,0.0,0.0000,true
142,Le Pianiste,Les mains du pianiste,Drame,spe,75,100,72,132,24.4,0.0909,true
143,La vie est belle,« Buongiorno Principessa ! »,—,status,,100,130,20,0.0,0.0000,false
143,La vie est belle,« Mille points; et le premier gagne un char ! »,—,status,,100,130,22,0.0,0.0000,false
143,La vie est belle,La chaise et le chapeau,Comédie,spe,60,95,130,384,41.0,0.1198,true
143,La vie est belle,Traduire les ordres en jeu,Drame,spe,75,95,130,274,35.0,0.0803,true
143,La vie est belle,Le char en récompense,—,status,,100,130,486,0.0,0.0000,true
143,La vie est belle,Le dernier pas de l'oie,Drame,spe,80,90,130,615,36.8,0.0650,true
144,Roma,Le sauvetage dans les vagues,Drame,phys,85,95,72,184,31.8,0.0598,true
144,Roma,L'avion dans le reflet,Drame,spe,75,95,73,190,33.2,0.1211,true
144,Roma,La charge de Corpus Christi,—,status,,100,73,0,,,false
144,Roma,Le tremblement de terre,—,status,,100,73,41,0.0,0.0000,false
144,Roma,L'eau qui lave le sol,—,status,,100,73,172,0.0,0.0000,true
144,Roma,Le silence de Cleo,Drame,spe,55,100,72,38,19.8,0.0526,true
145,Marriage Story,La dispute qui explose,Drame,spe,90,85,72,318,30.3,0.0943,true
145,Marriage Story,Les avocats,—,status,,100,73,0,,,false
145,Marriage Story,La lettre jamais lue,—,status,,100,73,182,0.0,0.0000,true
145,Marriage Story,« Tu n'es pas si attentionné »,Drame,spe,65,95,72,45,25.2,0.0444,true
145,Marriage Story,Se couper le bras,Drame,spe,75,95,73,104,29.2,0.1731,true
145,Marriage Story,Refaire le lacet de l'enfant,—,status,,100,73,90,0.0,0.0000,true
146,Manchester by the Sea,« Je peux pas le surmonter »,—,status,,100,73,0,,,false
146,Manchester by the Sea,L'incendie,Drame,spe,85,95,73,373,28.1,0.1046,true
146,Manchester by the Sea,La bagarre au bar,Drame,phys,80,90,73,8,7.5,0.0000,true
146,Manchester by the Sea,Patrick et le congélateur,Drame,spe,75,95,73,16,20.3,0.2500,true
146,Manchester by the Sea,Oncle et neveu,Drame,spe,80,95,72,134,28.5,0.0821,true
146,Manchester by the Sea,Le retour à Manchester,—,status,,100,72,89,0.0,0.0000,true
147,Sound of Metal,Le grondement assourdi,Drame,spe,85,95,72,271,32.3,0.0886,true
147,Sound of Metal,La batterie déchaînée,Drame,phys,80,90,73,0,,,true
147,Sound of Metal,Apprendre la langue des signes,Drame,spe,75,95,73,12,44.7,0.0833,true
147,Sound of Metal,Les implants cochléaires,Drame,spe,80,95,73,135,30.4,0.1481,true
147,Sound of Metal,Rester assis dans le silence,—,status,,100,72,113,0.0,0.0000,true
147,Sound of Metal,Le silence retrouvé,Drame,spe,70,95,73,0,,,true
148,Everything Everywhere All at Once,Les doigts-saucisses,Aventure,phys,65,95,72,99,33.9,0.1515,true
148,Everything Everywhere All at Once,Le bagel « Everything »,Science-Fiction,spe,80,95,72,208,35.9,0.1010,true
148,Everything Everywhere All at Once,La gommette sur le front,—,status,,100,72,0,,,false
148,Everything Everywhere All at Once,Le verse-saut improbable,Science-Fiction,phys,120,60,72,100,32.8,0.1300,true
148,Everything Everywhere All at Once,« J'aurais aimé faire les impôts avec toi »,—,status,,100,72,124,0.0,0.0000,true
148,Everything Everywhere All at Once,« Soyez gentils »,—,status,,100,72,0,,,false
149,Dune: Deuxième Partie,Chevaucher Shai-Hulud,Aventure,phys,80,95,72,163,43.1,0.1411,true
149,Dune: Deuxième Partie,« Longue vie aux combattants ! »,Aventure,phys,75,95,73,14,22.4,0.1429,true
149,Dune: Deuxième Partie,L'arène noire de Feyd-Rautha,Science-Fiction,phys,80,90,73,68,44.3,0.2059,true
149,Dune: Deuxième Partie,La Voix du Kwisatz Haderach,Aventure,phys,80,95,73,190,37.5,0.1368,true
149,Dune: Deuxième Partie,L'Eau de la Vie,—,status,,100,73,0,,,false
149,Dune: Deuxième Partie,Le doute de Chani,—,status,,100,72,0,,,false
150,Furiosa,Le bras perdu,—,status,,100,73,66,0.0,0.0000,true
150,Furiosa,Dementus,—,status,,100,73,0,,,false
150,Furiosa,La traversée du désert,—,status,,100,72,72,0.0,0.0000,true
150,Furiosa,Le War Rig,Action,phys,85,95,72,184,50.1,0.2228,true
150,Furiosa,Le tir en pleine course,Action,phys,75,95,73,60,63.9,0.3500,true
150,Furiosa,La Terre des Balles,Aventure,phys,75,95,73,97,53.7,0.3093,true
151,Civil War,« Quel genre d'Américain es-tu ? »,—,status,,100,73,0,,,false
151,Civil War,Le déclic de l'appareil,Thriller,phys,75,95,73,58,81.0,0.3103,true
151,Civil War,L'assaut sur la Maison-Blanche,Guerre,phys,85,95,72,122,59.6,0.2295,true
151,Civil War,Le checkpoint,Thriller,phys,80,95,73,140,50.6,0.2500,true
151,Civil War,Le tir en rafale,Guerre,phys,75,90,72,29,62.5,0.3103,true
151,Civil War,Le sang-froid de Jessie,—,status,,100,73,78,0.0,0.0000,true
152,The Substance,« Souviens-toi : vous ne faites qu'Une »,Horreur,spe,75,95,72,25,8.9,0.0800,true
152,The Substance,L'injection dans la colonne,—,status,,100,72,47,0.0,0.0000,false
152,The Substance,Le vieillissement express,—,status,,100,72,69,0.0,0.0000,false
152,The Substance,Monstro Elisasue,Horreur,phys,80,95,72,118,31.9,0.1271,true
152,The Substance,« Tu mérites mieux »,Horreur,spe,80,95,72,107,31.3,0.0561,true
152,The Substance,Le show de fin d'année,Science-Fiction,spe,80,90,72,177,38.3,0.0904,true
153,Nosferatu,L'ombre du comte Orlok,—,status,,100,73,134,0.0,0.0000,false
153,Nosferatu,L'obsession d'Ellen,Horreur,phys,75,95,73,35,29.0,0.1143,true
153,Nosferatu,La peste des rats,Horreur,spe,70,100,73,54,23.6,0.1111,true
153,Nosferatu,La morsure,Horreur,phys,85,95,72,199,22.2,0.0905,true
153,Nosferatu,Le pacte de sang,Horreur,phys,80,95,72,67,27.4,0.1343,true
153,Nosferatu,Le sacrifice de l'aube,—,status,,100,73,40,0.0,0.0000,false
154,Mickey 17,« Ça fait quoi; de mourir ? »,—,status,,100,73,0,,,false
154,Mickey 17,Le réimprimé,Comédie,phys,75,95,72,79,43.3,0.3038,true
154,Mickey 17,Mickey 17 et Mickey 18,Science-Fiction,phys,80,95,73,80,36.7,0.1875,true
154,Mickey 17,Les Creepers,Science-Fiction,phys,90,85,73,85,40.6,0.1647,true
154,Mickey 17,Le consommable,—,status,,100,73,63,0.0,0.0000,true
154,Mickey 17,La planète Niflheim,Comédie,spe,55,95,72,24,31.5,0.2500,true
155,Gladiator II,Le rhinocéros de l'arène,Action,phys,80,95,73,260,46.0,0.2269,true
155,Gladiator II,« Lucius; fils de Maximus »,—,status,,100,73,68,0.0,0.0000,true
155,Gladiator II,Le Colisée inondé,Action,phys,75,95,73,97,38.6,0.1340,true
155,Gladiator II,Macrin l'ambitieux,—,status,,100,73,0,,,false
155,Gladiator II,Le coup de glaive,Action,phys,70,95,72,7,32.4,0.0000,true
155,Gladiator II,Le rêve de Rome,—,status,,100,72,57,0.0,0.0000,true
156,Joker: Folie à Deux,Le numéro musical,Drame,phys,75,95,73,49,30.3,0.1633,true
156,Joker: Folie à Deux,Lee Quinzel,—,status,,100,73,87,0.0,0.0000,true
156,Joker: Folie à Deux,Le procès d'Arthur Fleck,Drame,phys,80,95,73,146,33.5,0.1027,true
156,Joker: Folie à Deux,Folie à deux,Crime,phys,70,95,72,24,27.8,0.2083,true
156,Joker: Folie à Deux,Arkham,Crime,phys,75,95,72,74,45.1,0.1486,true
156,Joker: Folie à Deux,« Il n'y a jamais eu de Joker »,Drame,spe,55,100,73,5,14.6,0.0000,true
157,Deadpool & Wolverine,« Marvel Jésus »,—,status,,100,72,68,0.0,0.0000,true
157,Deadpool & Wolverine,Briser le 4e mur,Comédie,phys,75,95,72,100,58.4,0.2300,true
157,Deadpool & Wolverine,Les griffes en adamantium,Action,phys,85,95,72,226,46.5,0.1991,true
157,Deadpool & Wolverine,Le duel dans la Honda Odyssey,Action,phys,75,90,72,61,49.8,0.2623,true
157,Deadpool & Wolverine,« Le costume jaune ! »,—,status,,100,72,20,0.0,0.0000,false
157,Deadpool & Wolverine,Deux régénérateurs,—,status,,100,72,143,0.0,0.0000,true
158,Vice Versa 2,Anxiété,Animation,spe,75,95,73,171,47.1,0.2047,true
158,Vice Versa 2,La tempête d'inquiétude,Comédie,spe,80,95,73,195,43.6,0.1282,true
158,Vice Versa 2,Joie reprend la barre,—,status,,100,73,0,,,false
158,Vice Versa 2,Le sentiment de soi,—,status,,100,72,174,0.0,0.0000,true
158,Vice Versa 2,La crise de panique,Comédie,spe,75,100,73,118,40.9,0.1864,true
158,Vice Versa 2,La console des émotions,Animation,phys,65,95,72,77,34.1,0.1169,true
159,Le Mépris,Le mépris de Camille,Drame,spe,60,100,72,0,,,true
159,Le Mépris,La villa Malaparte,—,status,,100,72,37,0.0,0.0000,false
159,Le Mépris,Fritz Lang sur le plateau,Drame,spe,75,95,72,21,20.1,0.0952,true
159,Le Mépris,« Et mes fesses; tu les aimes ? »,—,status,,100,72,78,0.0,0.0000,true
159,Le Mépris,La dispute dans l'appartement,Drame,spe,80,90,72,90,28.9,0.1111,true
159,Le Mépris,Le scénario vendu,Drame,spe,80,95,72,169,27.7,0.0947,true
160,Paris; Texas,Travis dans le désert,—,status,,100,73,99,0.0,0.0000,true
160,Paris; Texas,Le monologue derrière la vitre,Drame,spe,80,95,72,315,32.7,0.1333,true
160,Paris; Texas,La terre de Paris; Texas,—,status,,100,72,242,0.0,0.0000,true
160,Paris; Texas,Hunter retrouvé,Drame,spe,75,95,73,174,34.1,0.1494,true
160,Paris; Texas,La slide guitar de Ry Cooder,—,status,,100,73,0,,,false
160,Paris; Texas,Le silence de Travis,Drame,spe,60,100,73,50,30.2,0.1200,true
161,Stalker,L'écrou et le bandage,Science-Fiction,spe,75,95,73,179,38.0,0.1006,true
161,Stalker,La Chambre des désirs,—,status,,100,73,0,,,false
161,Stalker,Les pièges invisibles de la Zone,Science-Fiction,spe,65,95,73,89,24.1,0.1124,true
161,Stalker,La foi du Passeur,—,status,,100,73,99,0.0,0.0000,true
161,Stalker,Le désespoir du Professeur,Drame,spe,75,100,72,211,34.1,0.1327,true
161,Stalker,Le chien noir,—,status,,100,72,0,,,false
162,Andreï Roublev,La fonte de la cloche,Drame,phys,85,95,72,229,25.1,0.0655,true
162,Andreï Roublev,Le vœu de silence,—,status,,100,72,119,0.0,0.0000,true
162,Andreï Roublev,L'icône de la Trinité,Drame,spe,70,100,73,136,25.0,0.1029,true
162,Andreï Roublev,Le sac de Vladimir,—,status,,100,73,3,0.0,0.0000,false
162,Andreï Roublev,La foi retrouvée,—,status,,100,73,228,0.0,0.0000,true
162,Andreï Roublev,Le cheval dans la boue,Drame,spe,75,95,73,258,30.9,0.1202,true
163,Mulholland Drive,« Silencio ! »,Thriller,spe,75,95,72,160,49.3,0.1688,true
163,Mulholland Drive,La boîte bleue,Drame,spe,80,95,72,242,46.9,0.1901,true
163,Mulholland Drive,Le clochard derrière le Winkie's,Thriller,phys,85,95,72,45,63.4,0.1556,true
163,Mulholland Drive,Betty et Rita,—,status,,100,72,0,,,false
163,Mulholland Drive,« C'est elle; la fille »,Thriller,spe,70,95,72,52,48.3,0.1538,true
163,Mulholland Drive,La désillusion de Diane,Drame,spe,60,100,72,33,29.6,0.0000,true
164,Lost Highway,L'Homme Mystère,—,status,,100,73,20,0.0,0.0000,false
164,Lost Highway,La cassette vidéo,Horreur,spe,75,95,73,44,30.0,0.1136,true
164,Lost Highway,La transformation,Thriller,spe,80,95,73,244,41.5,0.1762,true
164,Lost Highway,L'autoroute de nuit,—,status,,100,73,91,0.0,0.0000,true
164,Lost Highway,Le saxophone de Fred,Thriller,spe,75,100,72,101,43.3,0.2277,true
164,Lost Highway,Le caméscope tendu,Horreur,phys,65,95,72,4,8.8,0.2500,true
165,The Elephant Man,« Je ne suis pas un animal ! »,—,status,,100,72,92,0.0,0.0000,true
165,The Elephant Man,Le freak show,Drame,spe,65,95,73,42,14.7,0.0714,true
165,The Elephant Man,Le docteur Treves,—,status,,100,73,271,0.0,0.0000,true
165,The Elephant Man,La cathédrale en maquette,—,status,,100,73,84,0.0,0.0000,true
165,The Elephant Man,« Mes pensées sont celles d'un homme normal »,Drame,spe,80,90,73,348,29.6,0.1466,true
165,The Elephant Man,Le 23e Psaume,Drame,spe,75,95,72,120,30.2,0.1500,true
166,The Tree of Life,La grâce et la nature,Drame,spe,75,95,73,341,33.4,0.1437,true
166,The Tree of Life,La naissance du cosmos,Drame,spe,70,100,73,135,29.4,0.1852,true
166,The Tree of Life,Le dinosaure miséricordieux,—,status,,100,73,0,,,false
166,The Tree of Life,Le père sévère,Drame,spe,65,95,73,80,37.7,0.1625,true
166,The Tree of Life,Le murmure à Dieu,—,status,,100,72,69,0.0,0.0000,true
166,The Tree of Life,La plage de l'au-delà,—,status,,100,72,174,0.0,0.0000,true
167,The Thin Red Line,La prise de la colline 210,Guerre,phys,80,95,73,146,36.7,0.0685,true
167,The Thin Red Line,« D'où vient ce mal ? »,—,status,,100,73,40,0.0,0.0000,false
167,The Thin Red Line,Les hautes herbes,—,status,,100,73,0,,,false
167,The Thin Red Line,Witt le rêveur,—,status,,100,73,60,0.0,0.0000,true
167,The Thin Red Line,Le tir de couverture,Guerre,phys,55,95,72,64,29.7,0.2969,true
167,The Thin Red Line,L'étincelle d'humanité,Drame,spe,65,95,72,122,24.3,0.0574,true
168,A Ghost Story,Le drap blanc,—,status,,100,72,99,0.0,0.0000,true
168,A Ghost Story,La tarte mangée,—,status,,100,73,0,,,false
168,A Ghost Story,L'attente des siècles,Fantastique,spe,50,100,72,34,18.2,0.0882,true
168,A Ghost Story,Le mot dans le mur,Fantastique,spe,75,95,73,138,32.4,0.1377,true
168,A Ghost Story,La crise du fantôme,Fantastique,spe,80,90,73,300,33.1,0.1200,true
168,A Ghost Story,La boucle du temps,—,status,,100,73,144,0.0,0.0000,true
169,First Reformed,« Dieu nous pardonnera-t-il ? »,—,status,,100,73,0,,,false
169,First Reformed,Le journal intime,Drame,spe,75,95,73,278,28.1,0.0791,true
169,First Reformed,Le gilet explosif,Drame,spe,70,95,72,7,34.3,0.1429,true
169,First Reformed,La lévitation,—,status,,100,73,0,,,false
169,First Reformed,Le fil barbelé,Drame,spe,70,100,73,125,30.0,0.0720,true
169,First Reformed,L'étreinte finale,—,status,,100,72,102,0.0,0.0000,true
170,Uncut Gems,« C'est comme ça que je gagne »,—,status,,100,73,76,0.0,0.0000,true
170,Uncut Gems,L'opale noire,Crime,spe,75,95,73,21,36.5,0.1905,true
170,Uncut Gems,Le pari sur Kevin Garnett,Thriller,phys,120,60,73,51,78.8,0.3333,true
170,Uncut Gems,Arno et les usuriers,Crime,spe,80,95,72,49,46.2,0.1224,true
170,Uncut Gems,Le sas de la bijouterie,Thriller,phys,75,100,73,235,73.9,0.3447,true
170,Uncut Gems,L'agitation permanente,Crime,phys,75,90,72,61,64.2,0.2295,true
171,Good Time,Le braquage déguisé,Thriller,spe,75,95,72,64,37.0,0.1719,true
171,Good Time,La cavale nocturne,—,status,,100,72,61,0.0,0.0000,true
171,Good Time,La bouteille de Sprite,Thriller,spe,80,95,72,215,40.9,0.1767,true
171,Good Time,L'évasion de l'hôpital,—,status,,100,72,0,,,false
171,Good Time,Le coup de tête,Thriller,phys,80,90,72,37,54.5,0.2162,true
171,Good Time,Le frère abandonné,Crime,spe,55,100,72,64,40.9,0.1250,true
172,The Florida Project,Le motel violet,Drame,spe,75,95,73,254,30.4,0.1260,true
172,The Florida Project,Les bêtises de Moonee,Drame,phys,50,100,72,24,7.6,0.0417,true
172,The Florida Project,« Bienvenue dans mon château »,—,status,,100,72,0,,,false
172,The Florida Project,Bobby le gérant,—,status,,100,73,177,0.0,0.0000,true
172,The Florida Project,Disney World au loin,Drame,spe,70,100,73,107,28.9,0.0841,true
172,The Florida Project,La fuite vers le parc,—,status,,100,73,85,0.0,0.0000,true
173,Moonlight,« Qui es-tu; Chiron ? »,Drame,spe,75,95,72,283,29.4,0.1307,true
173,Moonlight,La leçon de natation,—,status,,100,72,197,0.0,0.0000,true
173,Moonlight,Little; Chiron; Black,—,status,,100,73,0,,,false
173,Moonlight,La nuit sur la plage,Drame,spe,70,100,73,134,28.2,0.0970,true
173,Moonlight,Les dents en or,—,status,,100,73,93,0.0,0.0000,true
173,Moonlight,Le coup de chaise,Drame,phys,75,95,73,74,16.5,0.0811,true
174,12 Years a Slave,« Je ne veux pas survivre; je veux vivre »,—,status,,100,72,80,0.0,0.0000,true
174,12 Years a Slave,Le fouet sur Patsey,Drame,phys,75,95,73,69,51.7,0.2319,true
174,12 Years a Slave,Pendu sur la pointe des pieds,—,status,,100,73,0,,,false
174,12 Years a Slave,Le violon brisé,Drame,spe,75,95,73,53,27.2,0.1132,true
174,12 Years a Slave,La lettre cachée,Drame,spe,80,95,72,198,34.2,0.1162,true
174,12 Years a Slave,Epps le tyran,Drame,spe,70,100,73,2,38.0,0.0000,true
175,Green Book,Le Negro Motorist Green Book,—,status,,100,73,45,0.0,0.0000,false
175,Green Book,Le poulet frit en voiture,—,status,,100,73,159,0.0,0.0000,true
175,Green Book,La lettre à Dolores,Drame,spe,75,95,73,96,30.5,0.0833,true
175,Green Book,Le piano de Don Shirley,Drame,spe,80,90,72,207,33.7,0.1304,true
175,Green Book,Les poings de Tony,Comédie,phys,65,100,73,141,28.5,0.1064,true
175,Green Book,La dignité,—,status,,100,72,13,0.0,0.0000,false
176,The Shape of Water,Les œufs durs,Romance,spe,75,95,72,202,35.8,0.1485,true
176,The Shape of Water,La salle de bain inondée,—,status,,100,73,135,0.0,0.0000,true
176,The Shape of Water,L'homme-amphibien,Fantastique,phys,90,85,72,128,33.0,0.1406,true
176,The Shape of Water,Le langage des signes,—,status,,100,73,13,0.0,0.0000,false
176,The Shape of Water,Strickland l'aiguillon,—,status,,100,73,0,,,false
176,The Shape of Water,La comédie musicale rêvée,Romance,spe,65,95,73,91,35.8,0.1209,true
177,Children of Men,Le premier né en 18 ans,Science-Fiction,spe,75,95,72,53,43.1,0.0943,true
177,Children of Men,Le plan-séquence de Bexhill,Thriller,phys,90,85,73,257,56.5,0.2062,true
177,Children of Men,Les Poissons,—,status,,100,72,0,,,false
177,Children of Men,Le silence sous les pleurs,—,status,,100,73,103,0.0,0.0000,true
177,Children of Men,La fuite de Kee,Science-Fiction,spe,80,95,73,205,37.5,0.1366,true
177,Children of Men,Le monde stérile,Science-Fiction,spe,55,100,73,9,31.9,0.1111,true
178,Gravity,La pluie de débris,Science-Fiction,phys,75,90,73,89,46.8,0.1910,true
178,Gravity,« Je déteste l'espace »,—,status,,100,72,69,0.0,0.0000,true
178,Gravity,La dérive dans le vide,Science-Fiction,phys,75,95,73,138,41.5,0.1812,true
178,Gravity,Kowalski le calme,—,status,,100,73,69,0.0,0.0000,true
178,Gravity,La capsule Soyouz,—,status,,100,72,0,,,false
178,Gravity,L'amerrissage,Thriller,spe,75,100,73,95,37.9,0.1474,true
179,Le Labyrinthe de Pan,Le Faune,Fantastique,spe,75,95,73,99,31.9,0.0808,true
179,Le Labyrinthe de Pan,L'Homme Pâle,Fantastique,phys,85,95,73,180,38.8,0.1111,true
179,Le Labyrinthe de Pan,La racine de mandragore,—,status,,100,72,109,0.0,0.0000,true
179,Le Labyrinthe de Pan,Le Capitaine Vidal,—,status,,100,73,20,0.0,0.0000,false
179,Le Labyrinthe de Pan,La craie magique,—,status,,100,73,9,0.0,0.0000,false
179,Le Labyrinthe de Pan,Le sacrifice d'Ofelia,Drame,spe,80,90,72,163,33.1,0.1227,true
180,Hell or High Water,Les braquages de banque,Crime,phys,85,95,72,157,49.7,0.2420,true
180,Hell or High Water,Sauver le ranch familial,—,status,,100,72,94,0.0,0.0000,true
180,Hell or High Water,Tanner le tête brûlée,Crime,phys,70,100,72,56,40.7,0.1786,true
180,Hell or High Water,Le Ranger Marcus Hamilton,Western,spe,75,95,72,64,28.9,0.0625,true
180,Hell or High Water,Le blanchiment au casino,Crime,spe,80,95,72,46,37.7,0.0870,true
180,Hell or High Water,Le duel sur la colline,Western,spe,55,100,72,26,25.9,0.1923,true
181,Wind River,La traque dans la neige,Thriller,spe,75,95,72,168,40.8,0.1310,true
181,Wind River,Le fusil de précision,Crime,phys,80,95,72,150,36.9,0.1733,true
181,Wind River,Les six kilomètres pieds nus,—,status,,100,72,0,,,false
181,Wind River,Le calme du pisteur,Crime,spe,80,95,72,91,39.3,0.0989,true
181,Wind River,La fusillade au camp pétrolier,Crime,phys,75,90,72,23,42.7,0.0870,true
181,Wind River,Le poids du deuil,Thriller,spe,60,100,72,82,40.4,0.1463,true
182,The Big Short,Parier contre la banque,Comédie,spe,75,95,72,110,40.7,0.1636,true
182,The Big Short,Margot Robbie dans son bain,Drame,spe,80,95,73,108,36.6,0.1204,true
182,The Big Short,La tour de Jenga,Comédie,spe,70,95,73,51,45.3,0.1176,true
182,The Big Short,Le credit default swap,Drame,spe,80,95,72,109,36.7,0.1284,true
182,The Big Short,« Tout le monde le savait »,—,status,,100,73,72,0.0,0.0000,true
182,The Big Short,L'effondrement de 2008,Drame,spe,65,95,73,0,,,true
183,Moneyball,La sabermétrie,Drame,spe,75,95,72,13,22.5,0.3846,true
183,Moneyball,« Comment ne pas être romantique avec le baseball ? »,—,status,,100,73,73,0.0,0.0000,true
183,Moneyball,Peter Brand,Drame,spe,80,95,73,50,30.3,0.1000,true
183,Moneyball,La série de 20 victoires,Drame,spe,85,95,72,195,30.9,0.0821,true
183,Moneyball,Ignorer les recruteurs,Drame,spe,70,95,73,0,,,true
183,Moneyball,Le home run de Hatteberg,Drame,phys,55,100,73,59,51.3,0.1356,true
184,Ford v Ferrari,« À 7000 tours; tout s'efface »,—,status,,100,72,0,,,false
184,Ford v Ferrari,Les 24 Heures du Mans,Action,phys,80,95,72,240,35.1,0.1208,true
184,Ford v Ferrari,Carroll Shelby,Action,phys,75,95,72,34,36.2,0.1176,true
184,Ford v Ferrari,La clé à molette lancée,Drame,phys,80,95,72,223,40.6,0.1390,true
